outer_seed,variant,variant_config/use_mask,variant_config/do_posthoc_pruning,variant_config/apply_masks_for_structure,variant_config/leaf_budget_on,metric/monitor_metric,metric/stage1_es_metric,metric/stage1_select_metric,metric/stage2_es_metric,metric/final_batch_size,hp/B_depth_leaf_budget_triple,hp/tau_cdf,hp/lr_feature,hp/lr_thresh,hp/lr_leaf,hp/lr_mask,hp/loss_type,hp/B,hp/D,hp/leaf_budget_K,hp/nominal_leaves,hp/leaf_budget_ratio,hp/hpo_batch_size,hp/final_batch_size,timing/final_fit_time_sec_full_train_from_cfg,timing/epochs_ran,raw/train/loss,raw/train/accuracy,raw/train/balanced_acc,raw/train/mcc,raw/train/aucroc,raw/train/auprc,raw/train/f1_macro,raw/train/ppv,raw/train/npv,raw/train/tn,raw/train/fp,raw/train/fn,raw/train/tp,raw/train/secs,raw/val/loss,raw/val/accuracy,raw/val/balanced_acc,raw/val/mcc,raw/val/aucroc,raw/val/auprc,raw/val/f1_macro,raw/val/ppv,raw/val/npv,raw/val/tn,raw/val/fp,raw/val/fn,raw/val/tp,raw/val/secs,raw/test/loss,raw/test/accuracy,raw/test/balanced_acc,raw/test/mcc,raw/test/aucroc,raw/test/auprc,raw/test/f1_macro,raw/test/ppv,raw/test/npv,raw/test/tn,raw/test/fp,raw/test/fn,raw/test/tp,raw/test/secs,raw/gap_train_test/fn,raw/gap_train_val/fn,raw/gap_val_test/fn,raw/gap_train_test/tn,raw/gap_train_val/tn,raw/gap_val_test/tn,raw/gap_train_test/fp,raw/gap_train_val/fp,raw/gap_val_test/fp,raw/gap_train_test/tp,raw/gap_train_val/tp,raw/gap_val_test/tp,raw/cx/routable_leaves,raw/cx/routable_branches_effective,raw/cx/decision_nodes,raw/cx/passthrough_nodes,raw/cx/arity_2_nodes,raw/cx/arity_3plus_nodes,raw/cx/trainval_pathlen_mean,raw/cx/trainval_pathlen_median,raw/cx/trainval_pathlen_p90,raw/cx/trainval_n,raw/cx/test_pathlen_mean,raw/cx/test_pathlen_median,raw/cx/test_pathlen_p90,raw/cx/test_n,pp/train/loss,pp/train/accuracy,pp/train/balanced_acc,pp/train/mcc,pp/train/aucroc,pp/train/auprc,pp/train/f1_macro,pp/train/ppv,pp/train/npv,pp/train/tn,pp/train/fp,pp/train/fn,pp/train/tp,pp/train/secs,pp/val/loss,pp/val/accuracy,pp/val/balanced_acc,pp/val/mcc,pp/val/aucroc,pp/val/auprc,pp/val/f1_macro,pp/val/ppv,pp/val/npv,pp/val/tn,pp/val/fp,pp/val/fn,pp/val/tp,pp/val/secs,pp/test/loss,pp/test/accuracy,pp/test/balanced_acc,pp/test/mcc,pp/test/aucroc,pp/test/auprc,pp/test/f1_macro,pp/test/ppv,pp/test/npv,pp/test/tn,pp/test/fp,pp/test/fn,pp/test/tp,pp/test/secs,pp/gap_train_test/fn,pp/gap_train_val/fn,pp/gap_val_test/fn,pp/gap_train_test/tn,pp/gap_train_val/tn,pp/gap_val_test/tn,pp/gap_train_test/fp,pp/gap_train_val/fp,pp/gap_val_test/fp,pp/gap_train_test/tp,pp/gap_train_val/tp,pp/gap_val_test/tp,pp/cx/routable_leaves,pp/cx/routable_branches_effective,pp/cx/decision_nodes,pp/cx/passthrough_nodes,pp/cx/arity_2_nodes,pp/cx/arity_3plus_nodes,pp/cx/train_reached_internal_nodes_full_depth,pp/cx/train_allocated_leaves_full_depth,pp/cx/train_active_branches_full_depth,pp/cx/trainhit_decision_nodes_full_depth,pp/cx/trainhit_passthrough_nodes_full_depth,pp/cx/trainhit_branches_effective_full_depth,pp/cx/pp_trainval_redirected_allocated_leaves_full_depth,pp/cx/pp_test_redirected_allocated_leaves_full_depth,pp/cx/trainval_pathlen_mean,pp/cx/trainval_pathlen_median,pp/cx/trainval_pathlen_p90,pp/cx/trainval_n,pp/cx/test_pathlen_mean,pp/cx/test_pathlen_median,pp/cx/test_pathlen_p90,pp/cx/test_n,dataset_folder,dataset_dir,dataset_id,dataset_name,n_samples,n_features,n_num_features,n_cat_features,final/test/balanced_acc,final/test/aucroc,final/test/acc,final/test/f1_macro,final/cx/test_pathlen_decisions_mean,final/cx/routable_leaves,final/cx/decision_nodes,final/cx/routable_branches_effective
0,D_no_mask_pp,False,True,False,False,balanced_acc,val_loss,val_loss,val_bacc,512,B4_D4_K24,0.3757623650780647,0.0138591669074562,0.0036085824811703,0.001049264671113,0.0011396868343452,balanced_bce,4,4,24,256,0.09375,512,512,107.83285909891129,,0.5067,0.7628,0.7655,0.5255,0.832,0.7575,0.7605,0.6958,0.8242,12468,4220,2660,9651,0.3346,0.5116,0.7637,0.7665,0.5273,0.8269,0.7477,0.7615,0.697,0.8248,3122,1050,663,2415,0.0696,0.501,0.7663,0.7696,0.5334,0.8379,0.7631,0.7642,0.6984,0.8293,3900,1315,803,3045,0.0879,1857.0,1997.0,-140.0,8568.0,9346.0,-778.0,2905.0,3170.0,-265.0,6606.0,7236.0,-630.0,59,83,25,17,6,19,3.4300256558801623,3.0,4.0,36249,3.428666004634227,3.0,4.0,9063,0.5067,0.7628,0.7655,0.5255,0.832,0.7575,0.7605,0.6958,0.8242,12468.0,4220.0,2660.0,9651.0,0.4331,0.5116,0.7637,0.7665,0.5273,0.8269,0.7477,0.7615,0.697,0.8248,3122.0,1050.0,663.0,2415.0,0.1098,0.501,0.7663,0.7696,0.5334,0.8379,0.7631,0.7642,0.6984,0.8293,3900.0,1315.0,803.0,3045.0,0.1318,1857.0,1997.0,-140.0,8568.0,9346.0,-778.0,2905.0,3170.0,-265.0,6606.0,7236.0,-630.0,21.0,34.0,14.0,10.0,9.0,5.0,24.0,21.0,44.0,14.0,10.0,34.0,21.0,18.0,3.089271545410156,3.0,4.0,36249.0,3.092243194580078,3.0,4.0,9063.0,OpenML_151_electricity,OpenML_151_electricity,151,electricity,45312,8,7,1,0.7696,0.8379,,0.7642,,21.0,14.0,34.0
1,A_no_mask_no_pp,False,False,False,False,balanced_acc,val_loss,val_loss,val_bacc,512,B3_D4_K36,0.3652260816664822,0.0049968981197706,0.0011123879921612,0.0020311618086222,0.0028221888606821,balanced_bce,3,4,36,81,0.4444444444444444,512,512,110.84390329942109,,0.4914,0.7726,0.7722,0.5403,0.8395,0.7783,0.7693,0.716,0.8202,12929,3759,2835,9476,0.2894,0.4888,0.7742,0.7737,0.5434,0.8414,0.7851,0.7709,0.7181,0.8211,3241,931,706,2372,0.0732,0.4944,0.7667,0.7666,0.5288,0.8373,0.7757,0.7635,0.7086,0.816,4004,1211,903,2945,0.0911,1932.0,2129.0,-197.0,8925.0,9688.0,-763.0,2548.0,2828.0,-280.0,6531.0,7104.0,-573.0,45,68,24,6,4,20,3.269331567767386,3.0,4.0,36249,3.2677921218139687,3.0,4.0,9063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenML_151_electricity,OpenML_151_electricity,151,electricity,45312,8,7,1,,,,,,,,
1,B_mask_no_pp,True,False,True,False,balanced_acc,val_loss,val_loss,val_bacc,512,B3_D4_K36,0.3652260816664822,0.0049968981197706,0.0011123879921612,0.0020311618086222,0.0028221888606821,balanced_bce,3,4,36,81,0.4444444444444444,512,512,108.2320281676948,,0.4922,0.7792,0.7818,0.5578,0.8415,0.7661,0.7769,0.7147,0.8374,12763,3925,2478,9833,0.3,0.4924,0.779,0.7807,0.5561,0.8403,0.7695,0.7765,0.7171,0.8338,3210,962,640,2438,0.0772,0.4956,0.7728,0.7756,0.5455,0.8397,0.7632,0.7706,0.7069,0.8329,3948,1267,792,3056,0.0892,1686.0,1838.0,-152.0,8815.0,9553.0,-738.0,2658.0,2963.0,-305.0,6777.0,7395.0,-618.0,35,54,20,4,6,14,3.466247344754338,4.0,4.0,36249,3.479642502482622,4.0,4.0,9063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenML_151_electricity,OpenML_151_electricity,151,electricity,45312,8,7,1,,,,,,,,
1,C_mask_pp,True,True,True,False,balanced_acc,val_loss,val_loss,val_bacc,512,B3_D4_K36,0.3652260816664822,0.0049968981197706,0.0011123879921612,0.0020311618086222,0.0028221888606821,balanced_bce,3,4,36,81,0.4444444444444444,512,512,108.57633261755107,,0.4922,0.7792,0.7818,0.5578,0.8415,0.7661,0.7769,0.7147,0.8374,12763,3925,2478,9833,0.3049,0.4924,0.779,0.7807,0.5561,0.8403,0.7695,0.7765,0.7171,0.8338,3210,962,640,2438,0.1075,0.4956,0.7728,0.7756,0.5455,0.8397,0.7632,0.7706,0.7069,0.8329,3948,1267,792,3056,0.118,1686.0,1838.0,-152.0,8815.0,9553.0,-738.0,2658.0,2963.0,-305.0,6777.0,7395.0,-618.0,35,54,20,4,6,14,3.466247344754338,4.0,4.0,36249,3.479642502482622,4.0,4.0,9063,0.4922,0.7792,0.7818,0.5578,0.8415,0.7661,0.7769,0.7147,0.8374,12763.0,3925.0,2478.0,9833.0,0.462,0.4924,0.779,0.7807,0.5561,0.8403,0.7695,0.7765,0.7171,0.8338,3210.0,962.0,640.0,2438.0,0.1157,0.4956,0.7728,0.7756,0.5455,0.8397,0.7632,0.7706,0.7069,0.8329,3948.0,1267.0,792.0,3056.0,0.1317,1686.0,1838.0,-152.0,8815.0,9553.0,-738.0,2658.0,2963.0,-305.0,6777.0,7395.0,-618.0,22.0,36.0,15.0,6.0,9.0,6.0,21.0,22.0,42.0,15.0,6.0,36.0,22.0,20.0,3.4394052028656006,4.0,4.0,36249.0,3.4573540687561035,4.0,4.0,9063.0,OpenML_151_electricity,OpenML_151_electricity,151,electricity,45312,8,7,1,0.7756,0.8397,,0.7706,,22.0,15.0,36.0
1,D_no_mask_pp,False,True,False,False,balanced_acc,val_loss,val_loss,val_bacc,512,B3_D4_K36,0.3652260816664822,0.0049968981197706,0.0011123879921612,0.0020311618086222,0.0028221888606821,balanced_bce,3,4,36,81,0.4444444444444444,512,512,111.88093342259526,,0.4914,0.7726,0.7722,0.5403,0.8395,0.7783,0.7693,0.716,0.8202,12929,3759,2835,9476,0.3688,0.4888,0.7742,0.7737,0.5434,0.8414,0.7851,0.7709,0.7181,0.8211,3241,931,706,2372,0.0724,0.4944,0.7667,0.7666,0.5288,0.8373,0.7757,0.7635,0.7086,0.816,4004,1211,903,2945,0.0947,1932.0,2129.0,-197.0,8925.0,9688.0,-763.0,2548.0,2828.0,-280.0,6531.0,7104.0,-573.0,45,68,24,6,4,20,3.269331567767386,3.0,4.0,36249,3.2677921218139687,3.0,4.0,9063,0.4914,0.7726,0.7722,0.5403,0.8395,0.7783,0.7693,0.716,0.8202,12929.0,3759.0,2835.0,9476.0,0.4311,0.4888,0.7742,0.7737,0.5434,0.8414,0.7851,0.7709,0.7181,0.8211,3241.0,931.0,706.0,2372.0,0.1139,0.4944,0.7667,0.7666,0.5288,0.8373,0.7757,0.7635,0.7086,0.816,4004.0,1211.0,903.0,2945.0,0.1601,1932.0,2129.0,-197.0,8925.0,9688.0,-763.0,2548.0,2828.0,-280.0,6531.0,7104.0,-573.0,29.0,46.0,18.0,9.0,8.0,10.0,27.0,29.0,55.0,18.0,9.0,46.0,29.0,28.0,3.2683660984039307,3.0,4.0,36249.0,3.26690936088562,3.0,4.0,9063.0,OpenML_151_electricity,OpenML_151_electricity,151,electricity,45312,8,7,1,0.7666,0.8373,,0.7635,,29.0,18.0,46.0
2,A_no_mask_no_pp,False,False,False,False,balanced_acc,val_loss,val_loss,val_bacc,512,B4_D4_K48,0.1570816226664269,0.0287503377983942,0.0025946295060185,0.0207802874974323,0.0178917247376017,balanced_bce,4,4,48,256,0.1875,512,512,87.89578818529844,,0.4715,0.789,0.7859,0.5699,0.8555,0.8058,0.7848,0.7444,0.8235,13450,3238,2882,9429,0.2996,0.4768,0.7859,0.7823,0.5631,0.8501,0.8002,0.7815,0.743,0.8187,3365,807,745,2333,0.0725,0.473,0.7904,0.7875,0.5728,0.8548,0.8052,0.7863,0.7457,0.8251,4207,1008,892,2956,0.0899,1990.0,2137.0,-147.0,9243.0,10085.0,-842.0,2230.0,2431.0,-201.0,6473.0,7096.0,-623.0,154,212,59,12,11,48,3.8827277993875695,4.0,4.0,36249,3.885137371731215,4.0,4.0,9063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenML_151_electricity,OpenML_151_electricity,151,electricity,45312,8,7,1,,,,,,,,
2,B_mask_no_pp,True,False,True,False,balanced_acc,val_loss,val_loss,val_bacc,512,B4_D4_K48,0.1570816226664269,0.0287503377983942,0.0025946295060185,0.0207802874974323,0.0178917247376017,balanced_bce,4,4,48,256,0.1875,512,512,71.70825179293752,,0.4807,0.7745,0.7691,0.5384,0.8492,0.8068,0.7692,0.7351,0.8035,13436,3252,3286,9025,0.3005,0.4825,0.7774,0.7713,0.5436,0.8477,0.8042,0.7718,0.7413,0.8034,3387,785,829,2249,0.0738,0.486,0.7724,0.7677,0.5347,0.8461,0.8038,0.7673,0.7298,0.8042,4166,1049,1014,2834,0.0955,2272.0,2457.0,-185.0,9270.0,10049.0,-779.0,2203.0,2467.0,-264.0,6191.0,6776.0,-585.0,153,216,64,9,18,46,3.860851333829898,4.0,4.0,36249,3.860200816506676,4.0,4.0,9063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenML_151_electricity,OpenML_151_electricity,151,electricity,45312,8,7,1,,,,,,,,
2,C_mask_pp,True,True,True,False,balanced_acc,val_loss,val_loss,val_bacc,512,B4_D4_K48,0.1570816226664269,0.0287503377983942,0.0025946295060185,0.0207802874974323,0.0178917247376017,balanced_bce,4,4,48,256,0.1875,512,512,71.21559055149555,,0.4807,0.7745,0.7691,0.5384,0.8492,0.8068,0.7692,0.7351,0.8035,13436,3252,3286,9025,0.3679,0.4825,0.7774,0.7713,0.5436,0.8477,0.8042,0.7718,0.7413,0.8034,3387,785,829,2249,0.0743,0.486,0.7724,0.7677,0.5347,0.8461,0.8038,0.7673,0.7298,0.8042,4166,1049,1014,2834,0.0964,2272.0,2457.0,-185.0,9270.0,10049.0,-779.0,2203.0,2467.0,-264.0,6191.0,6776.0,-585.0,153,216,64,9,18,46,3.860851333829898,4.0,4.0,36249,3.860200816506676,4.0,4.0,9063,0.4807,0.7745,0.7691,0.5384,0.8492,0.8068,0.7692,0.7351,0.8035,13436.0,3252.0,3286.0,9025.0,0.4926,0.4825,0.7774,0.7713,0.5436,0.8477,0.8042,0.7718,0.7413,0.8034,3387.0,785.0,829.0,2249.0,0.1146,0.486,0.7724,0.7677,0.5347,0.846,0.8038,0.7673,0.7298,0.8042,4166.0,1049.0,1014.0,2834.0,0.1373,2272.0,2457.0,-185.0,9270.0,10049.0,-779.0,2203.0,2467.0,-264.0,6191.0,6776.0,-585.0,93.0,145.0,53.0,8.0,30.0,23.0,61.0,93.0,153.0,53.0,8.0,145.0,93.0,88.0,3.855140924453736,4.0,4.0,36249.0,3.856008052825928,4.0,4.0,9063.0,OpenML_151_electricity,OpenML_151_electricity,151,electricity,45312,8,7,1,0.7677,0.846,,0.7673,,93.0,53.0,145.0
2,D_no_mask_pp,False,True,False,False,balanced_acc,val_loss,val_loss,val_bacc,512,B4_D4_K48,0.1570816226664269,0.0287503377983942,0.0025946295060185,0.0207802874974323,0.0178917247376017,balanced_bce,4,4,48,256,0.1875,512,512,88.06046703457832,,0.4715,0.789,0.7859,0.5699,0.8555,0.8058,0.7848,0.7444,0.8235,13450,3238,2882,9429,0.2941,0.4768,0.7859,0.7823,0.5631,0.8501,0.8002,0.7815,0.743,0.8187,3365,807,745,2333,0.0722,0.473,0.7904,0.7875,0.5728,0.8548,0.8052,0.7863,0.7457,0.8251,4207,1008,892,2956,0.0901,1990.0,2137.0,-147.0,9243.0,10085.0,-842.0,2230.0,2431.0,-201.0,6473.0,7096.0,-623.0,154,212,59,12,11,48,3.8827277993875695,4.0,4.0,36249,3.885137371731215,4.0,4.0,9063,0.4715,0.789,0.7859,0.5699,0.8555,0.8058,0.7848,0.7444,0.8235,13450.0,3238.0,2882.0,9429.0,0.5322,0.4768,0.7859,0.7823,0.5631,0.8501,0.8002,0.7815,0.743,0.8187,3365.0,807.0,745.0,2333.0,0.1072,0.473,0.7904,0.7875,0.5728,0.8548,0.8052,0.7863,0.7457,0.8251,4207.0,1008.0,892.0,2956.0,0.1365,1990.0,2137.0,-147.0,9243.0,10085.0,-842.0,2230.0,2431.0,-201.0,6473.0,7096.0,-623.0,90.0,137.0,48.0,12.0,26.0,22.0,60.0,90.0,149.0,48.0,12.0,137.0,90.0,88.0,3.829953908920288,4.0,4.0,36249.0,3.833609104156494,4.0,4.0,9063.0,OpenML_151_electricity,OpenML_151_electricity,151,electricity,45312,8,7,1,0.7875,0.8548,,0.7863,,90.0,48.0,137.0
3,A_no_mask_no_pp,False,False,False,False,balanced_acc,val_loss,val_loss,val_bacc,512,B4_D4_K48,0.224123610735003,0.0359181613813014,0.0019536513492969,0.0087056069408365,0.0027077346459944,balanced_bce,4,4,48,256,0.1875,512,512,94.84139828011394,,0.4758,0.785,0.7768,0.5576,0.8498,0.8021,0.7784,0.7592,0.8024,13867,2821,3415,8896,0.2952,0.4845,0.7812,0.7728,0.5498,0.8432,0.7939,0.7745,0.7555,0.7986,3458,714,872,2206,0.0733,0.4732,0.7885,0.7808,0.5651,0.8518,0.8041,0.7823,0.7617,0.8068,4336,879,1038,2810,0.1267,2377.0,2543.0,-166.0,9531.0,10409.0,-878.0,1942.0,2107.0,-165.0,6086.0,6690.0,-604.0,138,187,50,8,4,46,3.6820050208281607,4.0,4.0,36249,3.682665783956747,4.0,4.0,9063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenML_151_electricity,OpenML_151_electricity,151,electricity,45312,8,7,1,,,,,,,,
3,B_mask_no_pp,True,False,True,False,balanced_acc,val_loss,val_loss,val_bacc,512,B4_D4_K48,0.224123610735003,0.0359181613813014,0.0019536513492969,0.0087056069408365,0.0027077346459944,balanced_bce,4,4,48,256,0.1875,512,512,99.3975091315806,,0.4688,0.7776,0.7795,0.5536,0.8553,0.7991,0.7751,0.7148,0.8335,12796,3892,2557,9754,0.4313,0.4738,0.7745,0.7768,0.5481,0.8525,0.793,0.7721,0.71,0.8325,3176,996,639,2439,0.0781,0.4615,0.7816,0.7839,0.5622,0.86,0.8053,0.7793,0.7183,0.8384,4009,1206,773,3075,0.0966,1784.0,1918.0,-134.0,8787.0,9620.0,-833.0,2686.0,2896.0,-210.0,6679.0,7315.0,-636.0,142,195,54,13,9,45,3.794642610830644,4.0,4.0,36249,3.79388723380779,4.0,4.0,9063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenML_151_electricity,OpenML_151_electricity,151,electricity,45312,8,7,1,,,,,,,,
3,C_mask_pp,True,True,True,False,balanced_acc,val_loss,val_loss,val_bacc,512,B4_D4_K48,0.224123610735003,0.0359181613813014,0.0019536513492969,0.0087056069408365,0.0027077346459944,balanced_bce,4,4,48,256,0.1875,512,512,97.70129984617232,,0.4688,0.7776,0.7795,0.5536,0.8553,0.7991,0.7751,0.7148,0.8335,12796,3892,2557,9754,0.427,0.4738,0.7745,0.7768,0.5481,0.8525,0.793,0.7721,0.71,0.8325,3176,996,639,2439,0.0776,0.4615,0.7816,0.7839,0.5622,0.86,0.8053,0.7793,0.7183,0.8384,4009,1206,773,3075,0.0927,1784.0,1918.0,-134.0,8787.0,9620.0,-833.0,2686.0,2896.0,-210.0,6679.0,7315.0,-636.0,142,195,54,13,9,45,3.794642610830644,4.0,4.0,36249,3.79388723380779,4.0,4.0,9063,0.4688,0.7776,0.7795,0.5536,0.8553,0.7991,0.7751,0.7148,0.8335,12796.0,3892.0,2557.0,9754.0,0.4437,0.4738,0.7745,0.7768,0.5481,0.8525,0.793,0.7721,0.71,0.8325,3176.0,996.0,639.0,2439.0,0.1028,0.4615,0.7816,0.7839,0.5622,0.86,0.8053,0.7793,0.7183,0.8384,4009.0,1206.0,773.0,3075.0,0.1393,1784.0,1918.0,-134.0,8787.0,9620.0,-833.0,2686.0,2896.0,-210.0,6679.0,7315.0,-636.0,73.0,112.0,40.0,16.0,21.0,19.0,56.0,73.0,128.0,40.0,16.0,112.0,73.0,72.0,3.362630605697632,3.0,4.0,36249.0,3.3606972694396973,3.0,4.0,9063.0,OpenML_151_electricity,OpenML_151_electricity,151,electricity,45312,8,7,1,0.7839,0.86,,0.7793,,73.0,40.0,112.0
3,D_no_mask_pp,False,True,False,False,balanced_acc,val_loss,val_loss,val_bacc,512,B4_D4_K48,0.224123610735003,0.0359181613813014,0.0019536513492969,0.0087056069408365,0.0027077346459944,balanced_bce,4,4,48,256,0.1875,512,512,92.64580937102436,,0.4758,0.785,0.7768,0.5576,0.8498,0.8021,0.7784,0.7592,0.8024,13867,2821,3415,8896,0.3056,0.4845,0.7812,0.7728,0.5498,0.8432,0.7939,0.7745,0.7555,0.7986,3458,714,872,2206,0.0713,0.4732,0.7885,0.7808,0.5651,0.8518,0.8041,0.7823,0.7617,0.8068,4336,879,1038,2810,0.0929,2377.0,2543.0,-166.0,9531.0,10409.0,-878.0,1942.0,2107.0,-165.0,6086.0,6690.0,-604.0,138,187,50,8,4,46,3.6820050208281607,4.0,4.0,36249,3.682665783956747,4.0,4.0,9063,0.4758,0.785,0.7768,0.5576,0.8498,0.8021,0.7784,0.7592,0.8024,13867.0,2821.0,3415.0,8896.0,0.4393,0.4845,0.7812,0.7728,0.5498,0.8432,0.7939,0.7745,0.7555,0.7986,3458.0,714.0,872.0,2206.0,0.114,0.4732,0.7885,0.7808,0.5651,0.8518,0.8041,0.7823,0.7617,0.8068,4336.0,879.0,1038.0,2810.0,0.1398,2377.0,2543.0,-166.0,9531.0,10409.0,-878.0,1942.0,2107.0,-165.0,6086.0,6690.0,-604.0,60.0,88.0,29.0,9.0,12.0,17.0,38.0,60.0,97.0,29.0,9.0,88.0,60.0,58.0,3.6584181785583496,4.0,4.0,36249.0,3.6591637134552,4.0,4.0,9063.0,OpenML_151_electricity,OpenML_151_electricity,151,electricity,45312,8,7,1,0.7808,0.8518,,0.7823,,60.0,29.0,88.0
4,A_no_mask_no_pp,False,False,False,False,balanced_acc,val_loss,val_loss,val_bacc,512,B3_D4_K36,0.1910213794165013,0.015466827592756,0.0238615805671117,0.0063785958787989,0.0015705423385592,balanced_bce,3,4,36,81,0.4444444444444444,512,512,61.83356416225433,,0.5408,0.7548,0.7439,0.4941,0.8078,0.7338,0.7462,0.7289,0.7714,13610,3078,4034,8277,0.293,0.5353,0.7599,0.7491,0.5046,0.8136,0.7405,0.7514,0.7358,0.7753,3423,749,992,2086,0.0727,0.5396,0.7592,0.7494,0.5039,0.8108,0.7307,0.7513,0.7314,0.7776,4248,967,1215,2633,0.0908,2819.0,3042.0,-223.0,9362.0,10187.0,-825.0,2111.0,2329.0,-218.0,5644.0,6191.0,-547.0,63,95,33,4,4,29,3.898507545035725,4.0,4.0,36249,3.898157343043143,4.0,4.0,9063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenML_151_electricity,OpenML_151_electricity,151,electricity,45312,8,7,1,,,,,,,,
4,B_mask_no_pp,True,False,True,False,balanced_acc,val_loss,val_loss,val_bacc,512,B3_D4_K36,0.1910213794165013,0.015466827592756,0.0238615805671117,0.0063785958787989,0.0015705423385592,balanced_bce,3,4,36,81,0.4444444444444444,512,512,87.31471445783973,,0.4994,0.7696,0.7654,0.5296,0.8337,0.7563,0.7648,0.7248,0.8036,13243,3445,3236,9075,0.3036,0.4983,0.7734,0.7691,0.5372,0.8362,0.7528,0.7686,0.7296,0.8065,3327,845,798,2280,0.0786,0.4871,0.7825,0.7783,0.5557,0.8448,0.773,0.7778,0.7408,0.814,4205,1010,961,2887,0.0964,2275.0,2438.0,-163.0,9038.0,9916.0,-878.0,2435.0,2600.0,-165.0,6188.0,6795.0,-607.0,38,59,22,8,7,15,3.443046704736682,4.0,4.0,36249,3.440582588546839,4.0,4.0,9063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenML_151_electricity,OpenML_151_electricity,151,electricity,45312,8,7,1,,,,,,,,
4,C_mask_pp,True,True,True,False,balanced_acc,val_loss,val_loss,val_bacc,512,B3_D4_K36,0.1910213794165013,0.015466827592756,0.0238615805671117,0.0063785958787989,0.0015705423385592,balanced_bce,3,4,36,81,0.4444444444444444,512,512,86.54489023983479,,0.4994,0.7696,0.7654,0.5296,0.8337,0.7563,0.7648,0.7248,0.8036,13243,3445,3236,9075,0.2948,0.4983,0.7734,0.7691,0.5372,0.8362,0.7528,0.7686,0.7296,0.8065,3327,845,798,2280,0.0756,0.4871,0.7825,0.7783,0.5557,0.8448,0.773,0.7778,0.7408,0.814,4205,1010,961,2887,0.0934,2275.0,2438.0,-163.0,9038.0,9916.0,-878.0,2435.0,2600.0,-165.0,6188.0,6795.0,-607.0,38,59,22,8,7,15,3.443046704736682,4.0,4.0,36249,3.440582588546839,4.0,4.0,9063,0.4994,0.7696,0.7654,0.5296,0.8337,0.7563,0.7648,0.7248,0.8036,13243.0,3445.0,3236.0,9075.0,0.4423,0.4983,0.7734,0.7691,0.5372,0.8362,0.7528,0.7686,0.7296,0.8065,3327.0,845.0,798.0,2280.0,0.1121,0.4871,0.7825,0.7783,0.5557,0.8448,0.773,0.7778,0.7408,0.814,4205.0,1010.0,961.0,2887.0,0.1438,2275.0,2438.0,-163.0,9038.0,9916.0,-878.0,2435.0,2600.0,-165.0,6188.0,6795.0,-607.0,25.0,40.0,16.0,11.0,8.0,8.0,27.0,25.0,51.0,16.0,11.0,40.0,25.0,25.0,3.355292558670044,4.0,4.0,36249.0,3.354077100753784,4.0,4.0,9063.0,OpenML_151_electricity,OpenML_151_electricity,151,electricity,45312,8,7,1,0.7783,0.8448,,0.7778,,25.0,16.0,40.0
